group_key,analysis_type,series_id,diode,sample,geometry,config,role,source_file,source_member,blank_file,integration_time,blank_integration_time,integration_time_norm_factor,wavelength_nm,signal_raw,signal_normalized,signal_net,signal_gated,transmittance,transmittance_smooth,absorbance,absorbance_smooth,scattering_net,scattering_shape,scattering_shape_smooth,valid
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,206.5406799,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,206.7451782,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,206.9496918,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,207.1542206,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,207.3587646,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,207.563324,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,207.7678986,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,207.9724884,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,208.1770935,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,208.3817139,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,208.5863495,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,208.7910004,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,208.9956665,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,209.2003479,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,209.4050446,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,209.6097565,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,209.8144836,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,210.0192108,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,210.2239685,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,210.4287415,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,210.6335297,,,,,,,,,0.0,0.0,0.0,False
BX_XXX_UV_RPMS470_90deg_BSEE,scattering_shape,BX_XXX,UV,RPMS470,90deg,BSEE,scintillator,BX_XXX_UV_RPMS470_90deg_BSEE.csv.zip,BX_XXX_UV_RPMS470_90deg_BSEE.csv,,2000.0,,2000.0,210.8383331,,,,,,,,,0.0,0.0,0.0,False
