analysis_type,comparison_id,dataset_id,sample_id,dose_label,role,reference_dataset_id,current_value,current_unit,geometry,wavelength_nm,sample_signal_raw,blank_signal_raw,sample_signal_net,blank_signal_net,sample_signal_gated,blank_signal_gated,sample_above_floor,blank_above_floor,valid_ratio_region,absolute_signal_difference,fractional_signal_loss,transmittance,transmittance_smooth,absorbance,absorbance_smooth,attenuation_coeff_1_per_mm,attenuation_coeff_1_per_mm_smooth,trusted_for_integrals,note,sample_shape_norm,sample_shape_norm_smooth,scattering_signal_raw,scattering_signal_gated,scattering_blank_signal_gated,scattering_signal_net,scattering_shape_norm,scattering_shape_norm_smooth
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,196.1314545,-0.0008846970741,-0.0004745066399,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,196.3351746,5.824246909e-05,0.0007084991666,0.00025684325369,0.0009597743337,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,196.5389252,-0.00060998759,-0.001143136527,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,196.7426758,-0.001792726573,-0.001810864313,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,196.9464417,-0.0005244265776,-0.0009547681548,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,197.1502228,-0.0008670841926,-0.001554555958,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,197.3540192,0.0008487433661,0.0009341214318,0.0010473441507,0.0011853965989,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,197.5578308,-9.559767204e-05,-0.000474362314,0.00010300311255999999,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,197.7616577,0.0007282567676,7.557123899e-05,0.0009268575522,0.00032684640609,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,197.9654999,-0.0004557284992,-1.101352973e-05,0.0,0.00024026163736999998,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,198.1693573,-0.001414987957,-0.0005577807315,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,198.37323,-0.0008662827313,-0.001004153397,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,198.5771179,0.0003856562544,0.0008312372956,0.000584257039,0.0010825124627,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,198.7810211,-0.0003191909054,-0.0001494555036,0.0,0.00010181966349999999,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
same_current_transmittance,sample_whiteLED_direct_40uA_test_vs_direct_blank,sample_whiteLED_direct_40uA_test,scintillator_test,test_format,sample,direct_blank,40.0,uA,direct,198.9849548,-0.000952929724,-0.0008512886125,0.0,0.0,0.0,0.0,False,False,False,0.0,,,,,,,,False,Same-current direct transmittance after residual-baseline subtraction and noise-floor gating.,,,,,,,,
