wavelength_nm,signal_raw,dataset_id,sample_id,dose_label,current_value,current_unit,file_path,section,role,geometry,residual_baseline,baseline_noise_sigma,effective_signal_floor,signal_net,signal_gated,above_signal_floor
211.6576843,0.0001271485817,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0003784237488,0.0,False
211.8625641,0.0004361800384,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0006874552055000001,0.0,False
212.0674591,0.0002818810754,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0005331562425,0.0,False
212.2723694,0.0003163290676,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0005676042347,0.0,False
212.4772797,0.001106686424,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0013579615911,0.0,False
212.6822205,0.0002639216837,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0005151968508,0.0,False
212.8871765,0.0001775983837,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0004288735508,0.0,False
213.0921478,-0.000541327754,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0,0.0,False
213.2971191,-0.000609475188,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0,0.0,False
213.502121,-0.001794005511,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0,0.0,False
213.7071381,0.0002975938551,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0005488690222,0.0,False
213.9121704,-0.0007827982772,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0,0.0,False
214.1172028,0.0007279198617,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0009791950288000001,0.0,False
214.3222656,0.0006225005491,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0008737757161999999,0.0,False
214.5273438,-0.0005438629305,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0,0.0,False
214.7324219,-0.0005079985131,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.0,0.0,False
214.9375305,-2.666329965e-05,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.00022461186744999998,0.0,False
215.1426544,-2.654618584e-05,direct_blank,empty_holder,none,40.0,uA,..//example_data/raw/blank__whiteLED__direct-0deg__40uA__empty-holder__run01.txt,direct,blank_reference,direct,-0.0002512751671,0.00104299870356402,0.0052149935178201,0.00022472898125999998,0.0,False
